TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD,Latitude,Longitude
Road Carnage,2017,12,5,22,1,Uhuru Park,-1.29116194,36.81595167
Carjacking,2019,12,12,0,24,Uhuru Park,-1.288523315,36.81737861
Terrorism,2017,6,6,7,50,Kahawa West,-1.187060648,36.8999232
Carjacking,2019,4,28,1,34,South C,-1.309374327,36.82633747
Drug Charges,2017,9,23,22,16,Githurai,-1.204866636,36.92777526
Carjacking,2018,2,25,23,26,Parklands,-1.259163055,36.8206743
Carjacking,2019,5,9,0,50,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2018,4,7,12,20,Githurai,-1.203064589,36.9597901
Fraud,2020,5,8,3,3,Uhuru Park,-1.288523315,36.81737861
Road Carnage,2017,6,31,24,51,Kahawa West,-1.188605268,36.89691913
Pick Pocketing,2019,7,23,13,57,Kibera,-1.313956462,36.79674767
Drug Charges,2019,3,12,0,18,Thika,-1.055464524,37.10123903
Road Carnage,2017,3,7,13,36,Parklands,-1.261286851,36.81704796
Armed Robbery,2018,5,22,14,35,Parklands,-1.260482383,36.80860436
Terrorism,2018,2,20,18,34,Ngong,-1.361415817,36.66742756
Fraud,2018,8,28,3,42,UpperHill,-1.30067329,36.81582487
Road Carnage,2018,4,25,22,3,Kahawa West,-1.181697376,36.90348517
Road Carnage,2020,4,17,13,2,South B,-1.314378142,36.83863298
Armed Robbery,2019,5,3,23,16,Kibera,-1.310631395,36.79153345
Fraud,2017,4,1,18,35,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2018,6,22,17,38,Githurai,-1.203064589,36.9597901
Pick Pocketing,2018,2,17,23,18,Parklands,-1.259163055,36.8206743
Drug Charges,2020,5,16,1,54,Kahawa West,-1.181697376,36.90348517
Pick Pocketing,2020,7,28,4,42,Kahawa West,-1.188605268,36.89691913
Carjacking,2019,12,15,5,6,Kibera,-1.3159515,36.79043911
Road Carnage,2017,6,1,23,27,South B,-1.309873212,36.83713094
Terrorism,2017,9,31,7,60,Githurai,-1.210787637,36.91850554
Pick Pocketing,2019,9,22,11,33,Ngong,-1.361415817,36.66742756
Sexual Assault,2019,7,24,1,43,UpperHill,-1.30067329,36.81582487
Fraud,2018,9,27,14,12,UpperHill,-1.298549527,36.81274569
Carjacking,2017,7,7,5,17,Githurai,-1.210787637,36.91850554
Terrorism,2020,2,28,22,3,Parklands,-1.25514071,36.80907643
Armed Robbery,2017,1,2,9,60,Ngong,-1.375659647,36.6759248
Carjacking,2018,5,9,18,36,Thika,-1.028089061,37.06853754
Drug Charges,2018,7,2,14,3,Kahawa West,-1.186717399,36.9032706
Pick Pocketing,2017,11,25,14,11,Kahawa West,-1.188605268,36.89691913
Fraud,2020,8,29,13,0,Kibera,-1.313377257,36.79784201
Carjacking,2020,3,17,19,7,Ngong,-1.361415817,36.66742756
Armed Robbery,2018,12,7,7,60,South B,-1.314378142,36.83863298
Road Carnage,2019,11,25,6,25,Kahawa West,-1.181697376,36.90348517
Drug Charges,2017,5,8,10,0,Parklands,-1.25514071,36.80907643
Sexual Assault,2020,3,16,2,36,Kahawa West,-1.187060648,36.8999232
Fraud,2020,3,4,16,32,South B,-1.315525825,36.83550016
Carjacking,2018,7,25,24,23,South C,-1.327222385,36.83938373
Terrorism,2020,5,8,12,23,Kibera,-1.313956462,36.79674767
Carjacking,2018,1,16,20,25,South C,-1.327136577,36.82569374
Carjacking,2017,8,20,12,46,Githurai,-1.204866636,36.92777526
Pick Pocketing,2019,4,9,24,30,Uhuru Park,-1.288523315,36.81737861
Terrorism,2017,9,11,6,14,Uhuru Park,-1.288523315,36.81737861
Road Carnage,2017,3,2,1,17,Kibera,-1.313377257,36.79784201
Terrorism,2018,6,1,18,8,UpperHill,-1.298549527,36.81274569
Sexual Assault,2017,2,28,17,4,UpperHill,-1.30067329,36.81582487
Road Carnage,2018,7,15,8,27,Kibera,-1.313956462,36.79674767
Sexual Assault,2020,2,20,6,14,Kibera,-1.310631395,36.79153345
Fraud,2018,5,6,11,49,Parklands,-1.259163055,36.8206743
Armed Robbery,2018,1,22,14,47,South B,-1.309873212,36.83713094
Drug Charges,2017,3,10,15,5,UpperHill,-1.298163388,36.81816375
Road Carnage,2018,8,12,1,8,Uhuru Park,-1.288523315,36.81737861
Carjacking,2020,1,27,24,9,South C,-1.327222385,36.83938373
Carjacking,2019,10,12,1,31,UpperHill,-1.30067329,36.81582487
Armed Robbery,2017,5,24,4,25,Ngong,-1.361415817,36.66742756
Road Carnage,2018,11,12,7,5,South C,-1.315895748,36.82659496
Sexual Assault,2020,5,29,15,46,Githurai,-1.204866636,36.92777526
Carjacking,2019,4,12,0,37,Uhuru Park,-1.2903935,36.8165834
Road Carnage,2020,10,8,14,30,Ngong,-1.361415817,36.66742756
Fraud,2017,2,22,20,37,Ngong,-1.366907424,36.67197658
Road Carnage,2017,1,7,9,52,UpperHill,-1.299707944,36.80938757
Fraud,2017,2,17,0,47,Parklands,-1.25514071,36.80907643
Fraud,2017,7,26,4,26,Kahawa West,-1.187060648,36.8999232
Fraud,2017,3,6,19,7,South B,-1.309873212,36.83713094
Carjacking,2017,7,25,8,10,UpperHill,-1.299707944,36.80938757
Armed Robbery,2018,6,24,15,4,Ngong,-1.349746111,36.65120556
Armed Robbery,2019,12,12,12,6,Parklands,-1.261286851,36.81704796
Carjacking,2017,7,8,12,38,UpperHill,-1.298549527,36.81274569
Sexual Assault,2017,4,3,17,41,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2020,6,16,22,51,Parklands,-1.259163055,36.8206743
Drug Charges,2020,9,31,19,3,UpperHill,-1.298163388,36.81816375
Sexual Assault,2019,5,20,6,28,Uhuru Park,-1.288523315,36.81737861
Fraud,2017,5,11,18,26,Uhuru Park,-1.288523315,36.81737861
Fraud,2020,9,14,16,11,Ngong,-1.375659647,36.6759248
Carjacking,2019,10,29,18,35,South C,-1.315895748,36.82659496
Terrorism,2017,2,22,21,27,Kibera,-1.314278242,36.79372214
Sexual Assault,2017,3,1,18,17,Githurai,-1.204866636,36.92777526
Road Carnage,2018,12,9,21,1,Thika,-1.048427594,37.07454568
Armed Robbery,2020,7,15,11,51,Thika,-1.048427594,37.07454568
Fraud,2018,5,24,22,35,South C,-1.327222385,36.83938373
Sexual Assault,2018,7,4,13,57,Githurai,-1.203064589,36.9597901
Sexual Assault,2018,4,29,14,30,UpperHill,-1.30067329,36.81582487
Pick Pocketing,2018,4,10,23,8,UpperHill,-1.298549527,36.81274569
Terrorism,2018,11,27,24,22,Kibera,-1.314278242,36.79372214
Armed Robbery,2017,3,29,7,12,Uhuru Park,-1.29116194,36.81595167
Road Carnage,2017,2,1,12,57,Kahawa West,-1.188605268,36.89691913
Sexual Assault,2018,4,29,2,16,Ngong,-1.375659647,36.6759248
Road Carnage,2019,5,3,17,13,South B,-1.314378142,36.83863298
Terrorism,2017,2,9,18,10,Githurai,-1.204866636,36.92777526
Pick Pocketing,2017,10,13,11,37,Uhuru Park,-1.288523315,36.81737861
Sexual Assault,2018,1,13,16,32,South B,-1.315525825,36.83550016
Terrorism,2017,1,7,4,44,Parklands,-1.260482383,36.80860436
Terrorism,2020,9,1,13,41,South C,-1.315895748,36.82659496
Road Carnage,2020,10,23,16,0,Thika,-1.028089061,37.06853754
Pick Pocketing,2017,12,20,7,52,Parklands,-1.261286851,36.81704796
Armed Robbery,2020,9,4,5,57,South C,-1.312034383,36.82256092
Terrorism,2018,1,20,12,0,Kahawa West,-1.186717399,36.9032706
Drug Charges,2018,10,13,14,31,Thika,-1.028089061,37.06853754
Terrorism,2019,11,19,3,1,South B,-1.309572883,36.83095113
Sexual Assault,2017,9,20,21,6,Kibera,-1.313956462,36.79674767
Pick Pocketing,2018,12,11,16,33,Ngong,-1.349746111,36.65120556
Terrorism,2017,11,9,23,7,Uhuru Park,-1.2903935,36.8165834
Fraud,2017,1,4,18,45,Githurai,-1.203064589,36.9597901
Road Carnage,2018,9,17,23,60,UpperHill,-1.299707944,36.80938757
Road Carnage,2018,12,16,14,24,Kibera,-1.314278242,36.79372214
Drug Charges,2019,7,18,16,9,Thika,-1.03581257,37.08390123
Sexual Assault,2019,2,19,15,20,Uhuru Park,-1.29116194,36.81595167
Terrorism,2019,6,15,20,37,Thika,-1.048427594,37.07454568
Pick Pocketing,2018,9,29,15,3,Kahawa West,-1.186717399,36.9032706
Carjacking,2019,4,17,16,51,South B,-1.309873212,36.83713094
Fraud,2018,2,24,19,39,South B,-1.315525825,36.83550016
Sexual Assault,2020,2,29,10,9,Thika,-1.028089061,37.06853754
Road Carnage,2017,7,26,0,44,Githurai,-1.204866636,36.92777526
Carjacking,2019,9,9,8,44,Thika,-1.028089061,37.06853754
Armed Robbery,2018,3,26,18,25,Thika,-1.028089061,37.06853754
Armed Robbery,2020,10,1,21,52,Thika,-1.055464524,37.10123903
Road Carnage,2020,2,9,15,55,Githurai,-1.204866636,36.92777526
Road Carnage,2018,7,31,15,28,Thika,-1.048427594,37.07454568
Terrorism,2017,3,1,7,43,Ngong,-1.375659647,36.6759248
Pick Pocketing,2018,2,19,1,58,Uhuru Park,-1.29116194,36.81595167
Road Carnage,2018,5,8,5,5,South B,-1.309873212,36.83713094
Road Carnage,2017,4,26,0,44,Ngong,-1.375659647,36.6759248
Fraud,2020,2,4,3,1,Kahawa West,-1.188605268,36.89691913
Road Carnage,2019,12,15,0,5,Thika,-1.055464524,37.10123903
Armed Robbery,2017,7,9,6,2,Parklands,-1.261286851,36.81704796
Armed Robbery,2018,11,4,20,37,Kahawa West,-1.186717399,36.9032706
Terrorism,2018,1,20,16,28,Ngong,-1.375659647,36.6759248
Road Carnage,2017,8,6,16,60,South C,-1.315895748,36.82659496
Sexual Assault,2018,10,14,20,37,Githurai,-1.203064589,36.9597901
Carjacking,2017,1,3,15,44,South C,-1.312034383,36.82256092
Armed Robbery,2020,1,12,10,10,UpperHill,-1.30067329,36.81582487
Terrorism,2019,5,19,10,21,Githurai,-1.204866636,36.92777526
Sexual Assault,2017,3,12,13,12,Parklands,-1.260482383,36.80860436
Road Carnage,2019,9,10,10,3,Thika,-1.048427594,37.07454568
Road Carnage,2018,5,24,3,18,Githurai,-1.210787637,36.91850554
Pick Pocketing,2018,4,8,24,23,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2018,12,31,8,7,Kahawa West,-1.187060648,36.8999232
Road Carnage,2020,12,2,5,25,South C,-1.315895748,36.82659496
Drug Charges,2020,5,4,16,32,Kahawa West,-1.188605268,36.89691913
Terrorism,2019,1,27,5,39,Kahawa West,-1.186717399,36.9032706
Road Carnage,2020,1,7,15,48,Githurai,-1.203064589,36.9597901
Fraud,2019,12,30,20,57,South C,-1.312034383,36.82256092
Drug Charges,2020,3,16,11,22,Parklands,-1.261286851,36.81704796
Carjacking,2017,3,11,4,53,Kibera,-1.3159515,36.79043911
Drug Charges,2020,12,18,0,60,Thika,-1.048427594,37.07454568
Armed Robbery,2018,6,26,7,9,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2018,11,27,11,5,Ngong,-1.366907424,36.67197658
Terrorism,2020,4,3,24,39,Thika,-1.048427594,37.07454568
Fraud,2017,1,28,12,5,Parklands,-1.261286851,36.81704796
Road Carnage,2020,8,25,17,11,Githurai,-1.204866636,36.92777526
Pick Pocketing,2017,4,28,9,1,South B,-1.309572883,36.83095113
Carjacking,2020,12,10,13,19,Parklands,-1.260482383,36.80860436
Pick Pocketing,2017,5,17,0,29,Kibera,-1.314278242,36.79372214
Fraud,2017,8,16,23,44,Githurai,-1.210787637,36.91850554
Carjacking,2019,4,24,14,51,Thika,-1.055464524,37.10123903
Terrorism,2018,9,7,11,35,Githurai,-1.203064589,36.9597901
Sexual Assault,2018,6,8,2,45,Kahawa West,-1.187060648,36.8999232
Armed Robbery,2018,7,3,9,35,Ngong,-1.375659647,36.6759248
Drug Charges,2017,5,19,14,25,South C,-1.327222385,36.83938373
Fraud,2020,2,30,8,25,Ngong,-1.375659647,36.6759248
Pick Pocketing,2018,5,20,1,6,South B,-1.309873212,36.83713094
Fraud,2018,8,19,0,37,Kahawa West,-1.181697376,36.90348517
Armed Robbery,2020,3,16,23,13,UpperHill,-1.299707944,36.80938757
Sexual Assault,2020,12,14,13,47,Parklands,-1.25514071,36.80907643
Road Carnage,2017,9,14,18,19,Kahawa West,-1.181697376,36.90348517
Pick Pocketing,2018,2,8,13,47,South C,-1.327222385,36.83938373
Terrorism,2018,4,25,2,55,Thika,-1.028089061,37.06853754
Terrorism,2018,12,13,11,13,Thika,-1.03581257,37.08390123
Pick Pocketing,2020,2,20,20,23,Thika,-1.03581257,37.08390123
Sexual Assault,2017,5,10,5,31,South B,-1.309873212,36.83713094
Pick Pocketing,2018,11,19,8,45,Kahawa West,-1.187060648,36.8999232
Sexual Assault,2018,2,3,14,47,Uhuru Park,-1.29116194,36.81595167
Drug Charges,2017,2,24,16,12,Githurai,-1.203965613,36.91241157
Carjacking,2018,5,2,0,9,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2019,6,28,12,60,UpperHill,-1.298163388,36.81816375
Terrorism,2017,1,25,16,25,Ngong,-1.366907424,36.67197658
Sexual Assault,2018,2,20,1,45,Kibera,-1.3159515,36.79043911
Armed Robbery,2017,12,2,7,56,Kibera,-1.310631395,36.79153345
Sexual Assault,2018,5,25,2,47,Thika,-1.048427594,37.07454568
Road Carnage,2017,5,30,9,49,Githurai,-1.210787637,36.91850554
Sexual Assault,2018,6,18,20,22,South B,-1.309873212,36.83713094
Terrorism,2017,3,3,14,49,Kahawa West,-1.181697376,36.90348517
Pick Pocketing,2018,11,17,20,13,Parklands,-1.259163055,36.8206743
Pick Pocketing,2020,7,29,16,56,Kibera,-1.314278242,36.79372214
Road Carnage,2018,4,28,9,20,Ngong,-1.361415817,36.66742756
Sexual Assault,2018,6,22,19,57,UpperHill,-1.298549527,36.81274569
Carjacking,2018,5,7,22,60,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2018,9,28,8,20,Parklands,-1.260482383,36.80860436
Road Carnage,2018,11,3,15,46,UpperHill,-1.298163388,36.81816375
Pick Pocketing,2020,10,14,12,8,Githurai,-1.210787637,36.91850554
Armed Robbery,2020,2,16,10,58,Uhuru Park,-1.29116194,36.81595167
Carjacking,2017,3,18,23,50,Parklands,-1.25514071,36.80907643
Drug Charges,2017,8,28,15,10,South C,-1.309374327,36.82633747
Terrorism,2019,4,28,5,11,UpperHill,-1.30067329,36.81582487
Sexual Assault,2018,1,8,10,19,Parklands,-1.260482383,36.80860436
Sexual Assault,2017,3,30,20,56,Ngong,-1.361415817,36.66742756
Pick Pocketing,2017,10,23,0,12,South B,-1.314378142,36.83863298
Terrorism,2018,6,30,11,25,Githurai,-1.203064589,36.9597901
Pick Pocketing,2018,7,26,19,40,South C,-1.309374327,36.82633747
Pick Pocketing,2020,6,8,0,54,Githurai,-1.210787637,36.91850554
Fraud,2017,1,8,2,14,South C,-1.315895748,36.82659496
Sexual Assault,2017,11,1,3,19,South C,-1.315895748,36.82659496
Road Carnage,2017,6,12,5,18,Kahawa West,-1.181697376,36.90348517
Pick Pocketing,2018,3,25,10,60,Uhuru Park,-1.288523315,36.81737861
Pick Pocketing,2018,10,19,3,15,Kibera,-1.313956462,36.79674767
Road Carnage,2018,10,28,23,40,South C,-1.327136577,36.82569374
Fraud,2017,8,24,22,47,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2017,6,19,17,25,Parklands,-1.261286851,36.81704796
Carjacking,2017,4,6,6,25,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2018,8,16,21,1,South C,-1.315895748,36.82659496
Terrorism,2020,6,11,19,37,South C,-1.309374327,36.82633747
Carjacking,2018,12,18,3,10,South C,-1.327222385,36.83938373
Terrorism,2019,7,15,5,22,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2019,1,25,5,14,Githurai,-1.203064589,36.9597901
Pick Pocketing,2019,4,22,0,30,Kibera,-1.310631395,36.79153345
Terrorism,2020,2,31,12,45,Parklands,-1.259163055,36.8206743
Drug Charges,2018,4,3,18,58,South B,-1.314378142,36.83863298
Carjacking,2020,4,14,23,39,Uhuru Park,-1.2903935,36.8165834
Armed Robbery,2017,5,22,5,24,South B,-1.309873212,36.83713094
Drug Charges,2019,10,20,22,57,Thika,-1.048427594,37.07454568
Terrorism,2018,7,2,12,6,South B,-1.314378142,36.83863298
Sexual Assault,2020,1,3,12,52,South B,-1.309873212,36.83713094
Road Carnage,2018,5,1,19,0,UpperHill,-1.298549527,36.81274569
Drug Charges,2017,10,10,3,20,Parklands,-1.260482383,36.80860436
Terrorism,2018,6,8,4,8,Kibera,-1.314278242,36.79372214
Fraud,2017,11,29,19,35,Githurai,-1.203064589,36.9597901
Road Carnage,2018,4,10,8,13,Kahawa West,-1.187060648,36.8999232
Carjacking,2020,11,30,7,57,Githurai,-1.203064589,36.9597901
Drug Charges,2020,9,6,0,18,Uhuru Park,-1.29116194,36.81595167
Fraud,2018,2,17,0,49,Parklands,-1.259163055,36.8206743
Armed Robbery,2020,1,15,8,54,Githurai,-1.210787637,36.91850554
Armed Robbery,2018,11,7,14,32,Kibera,-1.310631395,36.79153345
Pick Pocketing,2018,10,28,3,26,Githurai,-1.204866636,36.92777526
Road Carnage,2018,7,25,9,11,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2020,12,22,1,23,South C,-1.327222385,36.83938373
Fraud,2019,3,27,17,33,UpperHill,-1.30067329,36.81582487
Road Carnage,2020,7,25,17,29,Thika,-1.048427594,37.07454568
Road Carnage,2018,7,8,24,49,Ngong,-1.366907424,36.67197658
Fraud,2018,6,6,12,34,Githurai,-1.204866636,36.92777526
Carjacking,2020,6,11,17,36,Uhuru Park,-1.29116194,36.81595167
Armed Robbery,2017,9,8,21,18,Parklands,-1.260482383,36.80860436
Road Carnage,2018,2,6,24,33,Kahawa West,-1.181697376,36.90348517
Road Carnage,2017,7,16,2,42,Kahawa West,-1.186717399,36.9032706
Fraud,2019,11,14,21,31,South B,-1.315525825,36.83550016
Pick Pocketing,2018,1,31,1,12,Thika,-1.055464524,37.10123903
Terrorism,2017,2,27,22,15,South C,-1.309374327,36.82633747
Pick Pocketing,2020,5,6,6,34,Kahawa West,-1.181697376,36.90348517
Fraud,2020,3,26,3,55,Githurai,-1.203965613,36.91241157
Terrorism,2017,6,6,2,34,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2017,7,1,23,44,Thika,-1.03581257,37.08390123
Sexual Assault,2019,9,24,4,6,Thika,-1.048427594,37.07454568
Fraud,2020,8,14,24,58,South C,-1.312034383,36.82256092
Road Carnage,2020,4,11,4,39,Uhuru Park,-1.291912768,36.81687435
Terrorism,2018,9,3,13,55,Uhuru Park,-1.291912768,36.81687435
Road Carnage,2019,1,14,8,49,Ngong,-1.361415817,36.66742756
Terrorism,2018,9,25,3,56,Kahawa West,-1.181697376,36.90348517
Terrorism,2018,9,18,10,34,UpperHill,-1.298163388,36.81816375
Carjacking,2020,11,8,24,20,South C,-1.309374327,36.82633747
Road Carnage,2019,8,1,9,32,Parklands,-1.259163055,36.8206743
Pick Pocketing,2020,7,19,24,23,Kibera,-1.314278242,36.79372214
Sexual Assault,2019,5,17,18,15,UpperHill,-1.298549527,36.81274569
Carjacking,2018,6,28,23,37,Kibera,-1.313377257,36.79784201
Carjacking,2017,11,1,22,30,Thika,-1.048427594,37.07454568
Armed Robbery,2020,11,3,14,13,Githurai,-1.203965613,36.91241157
Drug Charges,2018,9,15,5,45,UpperHill,-1.299707944,36.80938757
Carjacking,2018,5,14,11,5,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2017,12,30,18,5,Kibera,-1.314278242,36.79372214
Sexual Assault,2017,5,31,14,54,UpperHill,-1.298163388,36.81816375
Road Carnage,2018,2,19,14,28,Kibera,-1.314278242,36.79372214
Armed Robbery,2018,12,4,5,45,South B,-1.315525825,36.83550016
Pick Pocketing,2020,11,28,3,4,Parklands,-1.25514071,36.80907643
Armed Robbery,2017,11,9,6,53,Uhuru Park,-1.288523315,36.81737861
Road Carnage,2017,2,14,17,20,Thika,-1.028089061,37.06853754
Fraud,2017,7,28,5,16,Kibera,-1.310631395,36.79153345
Carjacking,2018,3,1,19,26,Thika,-1.028089061,37.06853754
Fraud,2020,9,13,21,21,Githurai,-1.210787637,36.91850554
Drug Charges,2019,6,16,0,13,Kibera,-1.310631395,36.79153345
Terrorism,2017,5,26,18,26,South C,-1.327222385,36.83938373
Sexual Assault,2019,5,6,19,4,Kibera,-1.314278242,36.79372214
Terrorism,2019,8,2,10,3,South C,-1.309374327,36.82633747
Road Carnage,2018,7,5,16,10,South C,-1.327222385,36.83938373
Fraud,2020,11,13,15,6,South C,-1.315895748,36.82659496
Armed Robbery,2020,7,8,15,48,Kibera,-1.3159515,36.79043911
Armed Robbery,2020,12,10,16,2,Uhuru Park,-1.29116194,36.81595167
Fraud,2017,2,22,22,45,Kahawa West,-1.186717399,36.9032706
Armed Robbery,2017,5,15,6,16,Githurai,-1.203965613,36.91241157
Fraud,2020,8,20,5,53,Parklands,-1.25514071,36.80907643
Road Carnage,2019,7,17,15,12,South C,-1.315895748,36.82659496
Armed Robbery,2017,6,28,16,22,Parklands,-1.25514071,36.80907643
Road Carnage,2018,8,6,12,30,UpperHill,-1.298163388,36.81816375
Drug Charges,2017,9,30,3,38,Githurai,-1.210787637,36.91850554
Road Carnage,2019,6,18,5,31,Ngong,-1.361415817,36.66742756
Fraud,2018,9,2,18,56,Kibera,-1.310631395,36.79153345
Pick Pocketing,2019,3,31,11,2,Kibera,-1.313956462,36.79674767
Carjacking,2018,5,20,6,58,South C,-1.315895748,36.82659496
Pick Pocketing,2020,8,15,12,60,UpperHill,-1.298549527,36.81274569
Fraud,2019,8,5,23,5,Kahawa West,-1.181697376,36.90348517
Armed Robbery,2017,1,19,3,29,South B,-1.314378142,36.83863298
Drug Charges,2017,3,2,11,22,South C,-1.309374327,36.82633747
Terrorism,2018,2,5,1,13,Ngong,-1.349746111,36.65120556
Fraud,2018,8,6,5,32,South C,-1.312034383,36.82256092
Armed Robbery,2018,11,23,13,25,Kibera,-1.3159515,36.79043911
Terrorism,2018,10,7,4,29,Uhuru Park,-1.291912768,36.81687435
Armed Robbery,2020,3,31,17,40,Kibera,-1.3159515,36.79043911
Carjacking,2017,7,8,1,20,Githurai,-1.210787637,36.91850554
Terrorism,2020,1,23,18,6,South B,-1.309572883,36.83095113
Fraud,2017,9,19,12,22,Kahawa West,-1.181697376,36.90348517
Terrorism,2018,12,22,20,23,South B,-1.309873212,36.83713094
Carjacking,2018,7,12,7,20,South C,-1.327136577,36.82569374
Road Carnage,2020,1,1,0,11,UpperHill,-1.298549527,36.81274569
Terrorism,2019,1,19,9,15,UpperHill,-1.299707944,36.80938757
Drug Charges,2020,2,29,15,52,Kibera,-1.313956462,36.79674767
Armed Robbery,2017,11,9,16,12,South C,-1.312034383,36.82256092
Pick Pocketing,2018,1,6,14,11,South B,-1.315525825,36.83550016
Terrorism,2017,4,22,19,36,Parklands,-1.260482383,36.80860436
Fraud,2020,12,27,19,59,Thika,-1.048427594,37.07454568
Fraud,2020,1,25,16,15,Kahawa West,-1.186717399,36.9032706
Carjacking,2020,2,22,24,39,UpperHill,-1.299707944,36.80938757
Terrorism,2017,8,2,9,19,Thika,-1.03581257,37.08390123
Fraud,2018,2,22,12,31,Ngong,-1.375659647,36.6759248
Pick Pocketing,2017,4,10,6,52,Thika,-1.03581257,37.08390123
Sexual Assault,2019,8,16,6,1,Uhuru Park,-1.29116194,36.81595167
Carjacking,2017,6,2,16,59,Githurai,-1.203965613,36.91241157
Pick Pocketing,2018,6,7,21,17,Ngong,-1.361415817,36.66742756
Carjacking,2018,2,4,0,60,Kibera,-1.310631395,36.79153345
Carjacking,2018,5,8,19,18,Kibera,-1.314278242,36.79372214
Armed Robbery,2017,1,22,16,18,Githurai,-1.210787637,36.91850554
Sexual Assault,2018,9,14,12,38,South B,-1.315525825,36.83550016
Pick Pocketing,2018,10,19,18,37,South C,-1.327222385,36.83938373
Drug Charges,2019,1,12,3,3,Uhuru Park,-1.291912768,36.81687435
Road Carnage,2019,8,3,16,50,Kahawa West,-1.186717399,36.9032706
Fraud,2017,6,20,1,28,Parklands,-1.25514071,36.80907643
Armed Robbery,2019,2,2,10,32,Parklands,-1.260482383,36.80860436
Drug Charges,2017,8,27,20,4,Githurai,-1.203064589,36.9597901
Pick Pocketing,2018,5,4,3,19,South B,-1.315525825,36.83550016
Carjacking,2020,7,8,1,38,Githurai,-1.203064589,36.9597901
Terrorism,2018,3,23,4,56,Thika,-1.03581257,37.08390123
Terrorism,2017,5,1,9,57,Kahawa West,-1.181697376,36.90348517
Terrorism,2020,11,11,14,20,Kahawa West,-1.181697376,36.90348517
Road Carnage,2018,10,18,17,36,Uhuru Park,-1.288523315,36.81737861
Carjacking,2017,5,20,23,30,Parklands,-1.25514071,36.80907643
Sexual Assault,2018,5,7,1,38,Parklands,-1.260482383,36.80860436
Armed Robbery,2020,5,23,7,58,Parklands,-1.25514071,36.80907643
Fraud,2019,4,23,21,32,Kibera,-1.313956462,36.79674767
Carjacking,2018,8,30,15,59,Thika,-1.03581257,37.08390123
Armed Robbery,2018,5,8,19,1,South B,-1.315525825,36.83550016
Fraud,2018,6,29,10,49,Parklands,-1.25514071,36.80907643
Road Carnage,2019,5,22,20,42,Uhuru Park,-1.288523315,36.81737861
